,agency_name,ori
749,Kempner Police Department,TX1410800
750,Texas A&M University: Corpus Christi,TX1781500
751,Independent School District: El Paso,TX0711300
752,Nolanville Police Department,TX0140500
753,Cisco College,TX0671200
754,Celina Police Department,TX0430200
755,Wichita Falls Police Department,TX2430500
756,Cedar Hill Police Department,TX0570500
757,Crane County Sheriff's Office,TX0520000
758,Commerce Police Department,TX1160200
759,Benbrook Police Department,TX2200400
760,Terrell County Sheriff's Office,TX2220000
761,Freer Police Department,TX0660300
762,Hondo Police Department,TX1630300
763,Italy Police Department,TX0700400
764,Universal City Police Department,TX0151400
765,Anderson County Sheriff's Office,TX0010000
766,Daingerfield Police Department,TX1720100
767,Lewisville Police Department,TX0610600
768,Collingsworth County Sheriff's Office,TX0440000
769,Upshur County Sheriff's Office,TX2300000
770,Sour Lake Police Department,TX1000300
771,Hereford Police Department,TX0590100
772,Blanco Police Department,TX0160100
773,El Paso Police Department,TX0710200
774,Center Police Department,TX2100100
775,Manvel Police Department,TX0200900
776,Oak Ridge North Police Department,TX1701600
777,Brookshire Police Department,TX2370100
778,Independent School District:,TX1570700
779,West Tawakoni Police Department,TX1161300
780,Baytown Police Department,TX1010100
781,West Texas A&M University,TX1910300
782,Seguin Police Department,TX0940300
783,Wood County Sheriff's Office,TX2500000
784,Castle Hills Police Department,TX0150300
785,Pecos Police Department,TX1950200
786,Lubbock Police Department,TX1520200
787,Hutchinson County Sheriff's Office,TX1170000
788,Erath County Sheriff's Office,TX0720000
789,Blinn College,TX2390300
790,Stanton Police Department,TX1590100
791,Abernathy Police Department,TX0950100
792,Lynn County Sheriff's Office,TX1530000
793,Refugio County Sheriff's Office,TX1960000
794,Fredericksburg Police Department,TX0860100
795,Port of Houston Authority,TX1016900
796,Jersey Village Police Department,TX1011200
797,Thorndale Police Department,TX1660300
798,Westworth Police Department,TX2202800
799,Titus County Sheriff's Office,TX2250000
800,Stonewall County Sheriff's Office,TX2170000
801,George West Police Department,TX1490700
802,Shiner Police Department,TX1430200
803,Falfurrias Police Department,TX0240100
804,Hitchcock Police Department,TX0840500
805,Cisco Police Department,TX0670100
806,Vernon Police Department,TX2440100
807,Jim Wells County Sheriff's Office,TX1250000
808,Tomball Police Department,TX1012300
809,Lee County Sheriff's Office,TX1440000
810,Runaway Bay Police Department,TX2490800
811,Kennedale Police Department,TX2201700
812,Whitney Police Department,TX1090600
813,Henderson Police Department,TX2010100
814,Franklin County Sheriff's Office,TX0800000
815,Polk County Sheriff's Office,TX1870000
816,McAllen Police Department,TX1080800
817,Terrell Police Department,TX1290500
818,Coppell Police Department,TX0570700
819,Temple Police Department,TX0140700
820,Lometa Police Department,TX1410600
821,Valley View Police Department,TX0490700
822,Winters Police Department,TX2000300
823,Driscoll Police Department,TX1781700
824,Frisco Police Department,TX0430400
825,Cottle County Sheriff's Office,TX0510000
826,Chandler,TX1070600
827,Wolfe City Police Department,TX1160400
828,Roman Forest Police Department,TX1700700
829,Crowley Police Department,TX2200600
830,Live Oak Police Department,TX0151600
831,Omaha Police Department,TX1720300
832,Graham Police Department,TX2520100
833,Milford Police Department,TX0700600
834,Gilmer Police Department,TX2300200
835,Sanger Police Department,TX0610800
836,Hallsville Police Department,TX1020100
837,Jim Hogg County Sheriff's Office,TX1240000
838,Ransom Canyon Police Department,TX1521100
839,Whitewright Police Department,TX0910700
840,University of Texas: El Paso,TX0710400
841,Mesquite Police Department,TX0571800
842,Irion County Sheriff's Office,TX1180000
843,Boerne Police Department,TX1300100
844,Longview Police Department,TX0920500
845,Independent School District: Bay City,TX1610900
846,Woodbranch Police Department,TX1701800
847,Salado Police Department,TX0141800
848,Upton County Sheriff's Office,TX2310000
849,Converse Police Department,TX0150500
850,Stephenville Police Department,TX0720200
851,Rice University,TX1013800
852,Hawkins Police Department,TX2500200
853,Munday Police Department,TX1380300
854,Reeves County Sheriff's Office,TX1950000
855,Lubbock County Sheriff's Office,TX1520000
856,Grayson College,TX0911800
857,Brenham Police Department,TX2390100
858,Eastfield College,TX0572900
859,Leon County Sheriff's Office,TX1450000
860,Potter County Sheriff's Office,TX1880000
861,Brazoria Police Department,TX0201800
862,Anna Police Department,TX0432600
863,Sutton County Sheriff's Office,TX2180000
864,Cameron Police Department,TX1660100
865,Falls County Sheriff's Office,TX0730000
866,Independent School District: North East,TX0153800
867,Clay County Sheriff's Office,TX0390000
868,San Antonio Police Department,TXSPD0000
869,Lyford Police Department,TX2450100
870,Hemphill Police Department,TX2020100
871,Oyster Creek Police Department,TX0202900
872,La Marque Police Department,TX0840700
873,Andrews County Sheriff's Office,TX0020000
874,Throckmorton County Sheriff's Office,TX2240000
875,Colorado County Sheriff's Office,TX0450000
876,Webster Police Department,TX1012500
877,Encinal Police Department,TX1420600
878,Rancho Viejo Police Department,TX0313200
879,Lexington Police Department,TX1440200
880,Livingston Police Department,TX1870200
881,Lake Worth Police Department,TX2201900
882,Overton Police Department,TX2010300
883,Hidalgo Police Department,TX1080600
884,Independent School District: Midland,TX1650300
885,Gatesville Police Department,TX0500200
886,Texas State Technical College: Marshall,TX1021200
887,Angelo State University,TX2260300
888,Bosque County Sheriff's Office,TX0180000
889,Conroe Police Department,TX1700100
890,Glenn Heights Police Department,TX0574700
891,Henderson County Sheriff's Office,TX1070000
892,Stafford Police Department,TX0790400
893,Jefferson County Sheriff's Office,TX1230000
894,Tarrant County Sheriff's Office,TX2200000
895,Cass County Sheriff's Office,TX0340000
896,Red Oak Police Department,TX0700800
897,Independent School District: Floresville,TX2470800
898,Burkburnett Police Department,TX2430100
899,Addison Police Department,TX0570100
900,Brady Police Department,TX1540100
901,San Jacinto County Sheriff's Office,TX2040000
902,Shenandoah Police Department,TX1701200
903,Roscoe Police Department,TX1770200
904,Red River County Sheriff's Office,TX1940000
905,Independent School District: Humble,TX1017800
906,University of Houston: Central Campus,TX1013200
907,Mustang Ridge Police Department,TX2272300
908,Tarleton State University,TX0720400
909,Fairfield Police Department,TX0810100
910,Grand Prairie Police Department,TX0571200
911,Independent School District: United,TX2400700
912,Grapeland Police Department,TX1130500
913,Nueces County Sheriff's Office,TX1780000
914,Bowie Police Department,TX1690100
915,Texas A&M University: San Antonio,TX0157000
916,Willow Park Police Department,TX1840500
917,Donley County Sheriff's Office,TX0650000
918,Rio Hondo Police Department,TX0310800
919,Yoakum County Sheriff's Office,TX2510000
920,Marlin Police Department,TX0730200
921,Saginaw Police Department,TX2202400
922,"University of Texas: Health Science Center, San Antonio",TX0151700
923,Bee Cave Police Department,TX2273600
924,Medina County Sheriff's Office,TX1630000
925,Farwell Police Department,TX1850300
926,Independent School District: Mexia,TX1471100
927,Liberty County Sheriff's Office,TX1460000
928,Arp Police Department,TX2120100
929,Fate,TX1190800
930,Caldwell Police Department,TX0260100
931,Fannin County Sheriff's Office,TX0740000
932,Van Police Department,TX2340400
933,Bastrop Police Department,TX0110100
934,Hamilton Police Department,TX0970100
935,Independent School District:,TX0433200
936,Bulverde Police Department,TX0460800
937,Early Police Department,TX0250300
938,Houston Community College,TX1015400
939,Grapevine Police Department,TX2201300
940,University of Mary Hardin-Baylor,TX0141900
941,Winnsboro Police Department,TX2500500
942,Knox County Sheriff's Office,TX1380000
943,Coryell County Sheriff's Office,TX0500000
944,Kenedy County Sheriff's Office,TX1310000
945,Austin Police Department,TX2270100
946,Richland College,TX0573400
947,Walker County Sheriff's Office,TX2360000
948,Angelina County Sheriff's Office,TX0030000
949,Swisher County Sheriff's Office,TX2190000
950,Gonzales County Sheriff's Office,TX0890000
951,Taylor County Sheriff's Office,TX2210000
952,Hudson Police Department,TX0031300
953,Malakoff Police Department,TX1070200
954,Valley Mills Police Department,TX0180200
955,San Angelo Police Department,TX2260100
956,Kent County Sheriff's Office,TX1320000
957,Bowie County Sheriff's Office,TX0190000
958,Shamrock Police Department,TX2420100
959,Splendora Police Department,TX1700300
960,Richmond Police Department,TX0790200
961,Forney Police Department,TX1290100
962,Azle Police Department,TX2200200
963,San Patricio County Sheriff's Office,TX2050000
964,Real County Sheriff's Office,TX1930000
965,Pelican Bay Police Department,TX2204800
966,Dumas Police Department,TX1710100
967,Bailey County Sheriff's Office,TX0090000
968,Port Mansfield,TX2451000
969,Fort Stockton Police Department,TX1860100
970,Corpus Christi Police Department,TX1780200
971,Hutchins Police Department,TX0571400
972,Laredo Community College,TX2400500
973,Kirbyville Police Department,TX1210200
974,Willis Police Department,TX1701400
975,Hawley Police Department,TX1270500
976,Meadows Place Police Department,TX0791300
977,Big Spring Police Department,TX1140100
978,Sealy Police Department,TX0080200
979,Texas Christian University,TX2203700
980,Trophy Club Police Department,TX0613100
981,Lamesa Police Department,TX0580100
982,Texas State Technical College: West Texas,TX1770400
983,Lago Vista Police Department,TX2272100
984,Stratford Police Department,TX2110100
985,Limestone County Sheriff's Office,TX1470000
986,Independent School District:,TX1522700
987,Jourdanton Police Department,TX0070400
988,Heath Police Department,TX1990300
989,Jeff Davis County Sheriff's Office,TX1220000
990,Kountze Police Department,TX1000100
991,Kleberg County Sheriff's Office,TX1370000
992,Springtown Police Department,TX1840300
993,Wilmer Police Department,TX0572500
994,Colorado City Police Department,TX1680100
995,Independent School District: Katy,TX1016700
996,Memphis Police Department,TX0960100
997,Watauga Police Department,TX2202600
998,Aransas County Sheriff's Office,TX0040000
999,Highland Village Police Department,TX0612000
1000,Devine Police Department,TX1630200
1001,Bovina Police Department,TX1850100
1002,Baylor University: Waco,TX155259E
1003,University of Texas: San Antonio,TX0151900
1004,Huntington Police Department,TX0030200
1005,"University of Texas: Health Science Center, Tyler",TX2121000
1006,Fayette County Sheriff's Office,TX0750000
1007,Waller County Sheriff's Office,TX2370000
1008,Bangs Police Department,TX0250100
1009,Independent School District:,TX0204000
1010,Coleman Police Department,TX0420100
1011,Kress Police Department,TX2190200
1012,Spring Valley Police Department,TX1012100
1013,Dimmit County Sheriff's Office,TX0640000
1014,Shallowater Police Department,TX1520300
1015,Hollywood Park Police Department,TX0150800
1016,Nixon Police Department,TX0890200
1017,Delta County Sheriff's Office,TX0600000
1018,Dilley Police Department,TX0820300
1019,Mathis Police Department,TX2050200
1020,University of Texas: Medical Branch,TX0841000
1021,Reagan County Sheriff's Office,TX1920000
1022,Wink Police Department,TX2480200
1023,Queen City Police Department,TX0340400
1024,Hearne Police Department,TX1980300
1025,Chambers County Sheriff's Office,TX0360000
1026,Seagraves Police Department,TX0830100
1027,Kerr County Sheriff's Office,TX1330000
1028,Fort Bend County Sheriff's Office,TX0790000
1029,San Juan Police Department,TX1081300
1030,Newton County Sheriff's Office,TX1760000
1031,Karnes City Police Department,TX1280100
1032,Prairie View A&M University,TX2370900
1033,Jasper County Sheriff's Office,TX1210000
1034,Rockwall Police Department,TX1990100
1035,Lipscomb County Sheriff's Office,TX1480000
1036,Hays County Sheriff's Office,TX1050000
1037,Independent School District: Lyford,TX2450800
1038,Pantego Police Department,TX2203100
1039,Taylor Police Department,TX2460600
1040,Menard County Sheriff's Office,TX1640000
1041,Santa Fe Police Department,TX0842100
1042,Woodway Police Department,TX1551400
1043,Austin County Sheriff's Office,TX0080000
1044,El Campo Police Department,TX2410100
1045,Groesbeck Police Department,TX1470200
1046,Progreso Police Department,TX1082400
1047,Kendleton Police Department,TX0791100
1048,Pleasanton Police Department,TX0070200
1049,Joshua Police Department,TX1260500
1050,St. Mary's University,TX015349E
1051,Crockett Police Department,TX1130100
1052,Archer County Sheriff's Office,TX0050000
